EID,Name,Wk_End,Hours
2146.0,Monica Nelson,2024-11-22,40.7
2014.0,Megan Jones,2024-11-22,38.9
2238.0,Nicholas Guerrero,2024-11-22,39.8
2177.0,Antonio Torres,2024-11-22,48.7
2105.0,Tamara Riley,2024-11-22,37.5
2104.0,Marilyn Moore,2024-11-22,39.3
2074.0,Deanna Sanders,2024-11-22,43.2
2197.0,Adam Thomas,2024-11-22,38.5
2239.0,Michael Reed,2024-11-22,37.8
2071.0,Dana Hampton,2024-11-22,37.3
2048.0,Craig Leon,2024-11-22,37.1
2013.0,Amber Vargas,2024-11-22,39.7
2064.0,Donna Estrada,2024-11-29,42.9
2086.0,Christina Sandoval,2024-11-29,43.9
2192.0,Connie Miller,2024-11-29,37.4
2063.0,Alexa Robbins,2024-11-29,38.7
2076.0,Mark Atkinson,2024-11-29,38.5
2019.0,Andrew Smith,2024-11-29,43.8
2199.0,Daniel Stone,2024-11-29,37.3
2073.0,Mary Morton,2024-11-29,40.0
2129.0,Scott Johnson,2024-11-29,43.4
2193.0,Emily Miller,2024-11-29,41.3
2160.0,April Evans,2024-11-29,38.4
2201.0,Kimberly Hudson,2024-11-29,39.4
2062.0,Jimmy Ruiz,2024-11-29,37.1
2075.0,Lori Morris,2024-11-29,37.9
2230.0,Melissa Wallace,2024-11-29,37.1
2025.0,Kristopher Ortiz,2024-11-29,37.7
2166.0,Yvette Lewis,2024-11-29,40.1
2138.0,Anita Randall,2024-11-29,39.1
2130.0,Cynthia Anderson,2024-11-29,41.0
2074.0,Deanna Sanders,2024-11-29,46.0
2207.0,Caitlyn Roberts,2024-11-29,37.1
2088.0,Stephen Flores,2024-11-29,38.5
2165.0,Bobby Park,2024-11-29,41.5
2001.0,Michael Davis,2024-11-29,42.1
2026.0,Gregory Lopez,2024-11-29,37.2
2087.0,Jessica Hicks,2024-11-29,43.9
2233.0,David Harrell,2024-11-29,56.4
2132.0,William Wright,2024-11-29,37.2
2077.0,Jake Rojas,2024-11-29,39.1
2079.0,Sabrina Alexander,2024-11-29,37.4
2195.0,Christopher Richmond,2024-11-29,37.1
2204.0,Barbara Martin,2024-11-29,37.1
2136.0,Tina Davis,2024-11-29,38.3
2247.0,Jon Navarro,2024-11-29,38.8
2082.0,Mary Li,2024-11-29,49.2
2071.0,Dana Hampton,2024-11-29,37.4
2163.0,Barbara Robinson,2024-11-29,43.4
2068.0,Cathy Fuller,2024-11-29,45.2
2023.0,Andrew Robbins,2024-11-29,37.5
2081.0,Bryce Soto,2024-11-29,37.7
2070.0,Angela Shannon,2024-11-29,38.0
2162.0,Shane Rodgers,2024-11-29,38.8
2134.0,Rachel Washington,2024-11-29,39.0
2135.0,Megan Glenn,2024-11-29,39.3
2022.0,Sarah Vincent,2024-11-29,38.9
2196.0,Nathan Carey,2024-11-29,55.8
2069.0,Bryce Marshall,2024-11-29,37.1
2203.0,Jamie Smith,2024-11-29,38.7
2080.0,Sean Jones,2024-11-29,37.4
2021.0,Joseph Green,2024-11-29,42.8
2206.0,Richard Rodriguez,2024-11-29,37.4
2133.0,Jody Mueller,2024-11-29,39.0
2234.0,Pamela Wilkerson,2024-11-29,37.7
2085.0,Mary Booth,2024-11-29,45.3
2198.0,Angela Davis,2024-11-29,40.0
2131.0,Monique Hudson,2024-11-29,41.7
2020.0,Alan Mejia,2024-11-29,40.0
2065.0,Brandon Leonard,2024-11-29,37.8
2231.0,Brandon Garrett,2024-11-29,38.8
2072.0,Ariana Johnson,2024-11-29,37.3
2194.0,Michelle Merritt,2024-11-29,37.1
2137.0,Terry Salazar,2024-11-29,38.1
2067.0,Thomas Davis,2024-11-29,41.2
2024.0,Jennifer Cohen,2024-11-29,47.2
2078.0,Ross Washington,2024-11-29,39.2
2066.0,Trevor Howard,2024-11-29,40.8
2202.0,Michael Nelson,2024-11-29,41.3
2084.0,James Anderson,2024-11-29,39.8
2205.0,Anthony Callahan,2024-11-29,39.6
2004.0,Samantha Bennett,2024-11-29,37.3
2083.0,Phillip Smith,2024-11-29,37.1
2232.0,Gary Daniel,2024-11-29,37.6
2161.0,Melissa Perez,2024-11-29,37.3
2164.0,Joy Boyd,2024-11-29,39.7
2208.0,Joshua Lewis,2024-11-29,38.1
2041.0,Brittany Hudson,2024-11-29,38.2
2027.0,Chelsea Rojas,2024-11-29,39.5
2106.0,Danielle Edwards,2024-11-29,44.6
2217.0,Andrew Stephens,2024-11-29,39.7
2047.0,Sue Barry,2024-11-29,47.5
2181.0,Tracy Garrison,2024-11-29,37.7
2117.0,Devon Foster,2024-11-29,39.5
2037.0,Brittany Sanchez,2024-11-29,37.6
2048.0,Craig Leon,2024-11-29,37.9
2036.0,Gary Green,2024-11-29,38.0
2105.0,Tamara Riley,2024-11-29,37.4
2104.0,Marilyn Moore,2024-11-29,42.9
2249.0,Jennifer Koch,2024-11-29,37.2
2224.0,Michael Hutchinson,2024-11-29,38.0
2173.0,David Ochoa,2024-11-29,44.6
2174.0,Patrick Watkins,2024-11-29,39.1
2216.0,Kevin Johnson,2024-11-29,37.1
2182.0,Caitlin Bruce,2024-11-29,38.2
2050.0,Glenn Ramos,2024-11-29,37.0
2103.0,Caroline Lee,2024-11-29,40.6
2118.0,Linda Vazquez DVM,2024-11-29,38.6
2119.0,Hannah Monroe,2024-11-29,38.3
2035.0,James Garcia,2024-11-29,37.1
2215.0,Jesus Cherry,2024-11-29,37.5
2102.0,Shannon Johnson,2024-11-29,37.1
2172.0,Lauren Richardson,2024-11-29,37.3
2183.0,Jonathan Romero,2024-11-29,45.3
2225.0,Jason Mayer,2024-11-29,38.1
2051.0,Mr. Frank Cook Jr.,2024-11-29,37.9
2101.0,Paula Guerrero,2024-11-29,37.1
2049.0,Christopher Bolton,2024-11-29,37.6
2223.0,April Wilson,2024-11-29,41.8
2180.0,John Smith,2024-11-29,38.1
2046.0,Allison Rodriguez,2024-11-29,40.8
2112.0,Anna Evans,2024-11-29,37.1
2221.0,Alison Mcintyre,2024-11-29,37.9
2042.0,John Wallace,2024-11-29,38.5
2177.0,Antonio Torres,2024-11-29,44.3
2176.0,Brenda Joseph,2024-11-29,47.7
2220.0,Eddie Aguilar,2024-11-29,37.2
2113.0,Brandy Short,2024-11-29,37.4
2111.0,Jeremy Shaw,2024-11-29,42.9
2040.0,Daniel Blair,2024-11-29,38.0
2006.0,Katie Andrews,2024-11-29,39.1
2110.0,Michael Davis,2024-11-29,39.2
2114.0,Andrea Jensen,2024-11-29,37.9
2002.0,Mr. Jeffrey Watson PhD,2024-11-29,37.1
2043.0,Katelyn Dunn,2024-11-29,38.1
2039.0,Rebecca Olson,2024-11-29,38.6
2178.0,Ruben Curtis,2024-11-29,40.4
2109.0,Patrick Scott,2024-11-29,37.8
2219.0,Wanda Nichols,2024-11-29,37.9
2222.0,Robert Smith,2024-11-29,37.7
2175.0,Monica Hartman,2024-11-29,37.1
2044.0,Kelly Andrews,2024-11-29,47.6
2179.0,Wesley Waters,2024-11-29,39.3
2045.0,Melissa Barber,2024-11-29,37.2
2108.0,Michael Anderson,2024-11-29,37.8
2115.0,Bobby Ho,2024-11-29,37.4
2218.0,Jeffery Boyd,2024-11-29,38.3
2107.0,Alexa Downs,2024-11-29,37.8
2116.0,Brian Anderson,2024-11-29,39.4
2038.0,Derrick Lyons,2024-11-29,37.2
2120.0,Brittany Sanchez,2024-11-29,44.8
2034.0,Michael Martinez,2024-11-29,39.4
2214.0,Brian Hoover,2024-11-29,39.8
2184.0,William Hardin,2024-11-29,60.4
2125.0,John Miller,2024-11-29,41.2
2030.0,Jimmy Brown,2024-11-29,61.9
2188.0,Janet Davidson,2024-11-29,38.6
2058.0,Joseph Haney,2024-11-29,37.3
2210.0,Madison Fuller,2024-11-29,37.4
2243.0,Alicia Smith,2024-11-29,39.8
2093.0,Richard Webster,2024-11-29,37.7
2228.0,Donna Miller,2024-11-29,38.5
2059.0,Kaylee Anderson,2024-11-29,37.0
2168.0,Theresa Baker,2024-11-29,37.9
2189.0,John Rios,2024-11-29,37.1
2092.0,Eric Martinez,2024-11-29,42.5
2126.0,Sherri Horton,2024-11-29,40.2
2029.0,Veronica Carson,2024-11-29,47.6
2245.0,Donald Pratt,2024-11-29,40.3
2209.0,Sarah Payne,2024-11-29,40.7
2091.0,Ryan Ryan,2024-11-29,40.1
2127.0,Andre Fritz,2024-11-29,45.7
2028.0,Tina Walker,2024-11-29,41.9
2167.0,Molly Franklin,2024-11-29,37.2
2003.0,Tiffany Long,2024-11-29,53.0
2060.0,Peter Scott,2024-11-29,37.3
2190.0,Jennifer Olsen,2024-11-29,41.0
2244.0,Brian Davis,2024-11-29,37.0
2229.0,Scott Morris,2024-11-29,42.4
2061.0,Kelly Williams,2024-11-29,39.2
2090.0,Lonnie Brown,2024-11-29,37.5
2128.0,James Phelps,2024-11-29,43.2
2089.0,Kimberly Gonzales,2024-11-29,49.8
2094.0,Ricky Robinson,2024-11-29,37.3
2191.0,Aaron Turner,2024-11-29,37.8
2057.0,Michelle Lopez,2024-11-29,38.0
2095.0,Ian West,2024-11-29,38.0
2033.0,Jerry Myers,2024-11-29,47.8
2052.0,Jillian Collins,2024-11-29,37.8
2171.0,Nichole Wade,2024-11-29,38.1
2100.0,Jessica Arnold,2024-11-29,37.8
2053.0,Joel Brooks,2024-11-29,37.3
2099.0,Brian Bean,2024-11-29,37.1
2121.0,Gabrielle Barber,2024-11-29,49.8
2185.0,Virginia Oneal,2024-11-29,44.6
2213.0,Jennifer Ross,2024-11-29,41.3
2226.0,Roy King,2024-11-29,42.6
2054.0,Kevin Rose,2024-11-29,37.2
2246.0,Melanie Stevenson,2024-11-29,37.4
2098.0,Mario Garcia,2024-11-29,43.9
2005.0,Ruben Anderson,2024-11-29,40.0
2186.0,Mr. Lawrence Cortez,2024-11-29,45.6
2212.0,William Perez,2024-11-29,37.1
2122.0,Alexis Cook,2024-11-29,40.7
2032.0,Tiffany Riley,2024-11-29,39.6
2170.0,Ronald Sullivan,2024-11-29,40.2
2055.0,Elizabeth Anderson,2024-11-29,41.3
2097.0,Christopher Lambert,2024-11-29,37.2
2056.0,Christopher Mays,2024-11-29,38.5
2096.0,Jonathan Lopez Jr.,2024-11-29,37.7
2123.0,Dana Patterson,2024-11-29,38.3
2227.0,Megan Johnson,2024-11-29,38.6
2187.0,Katherine Green,2024-11-29,37.6
2124.0,Sheri Perez,2024-11-29,37.6
2031.0,Scott Bradford,2024-11-29,37.0
2211.0,Janet Davis,2024-11-29,52.0
2169.0,Ashley Marshall,2024-11-29,41.2
2197.0,Adam Thomas,2024-11-29,40.1
2200.0,Lori Dominguez,2024-11-29,47.1
2015.0,Elizabeth Lam,2024-11-29,38.0
2011.0,Matthew Cummings,2024-11-29,37.7
2238.0,Nicholas Guerrero,2024-11-29,45.7
2141.0,Anita Bell,2024-11-29,41.0
2154.0,Kelli Bennett,2024-11-29,37.4
2151.0,Julie Ramos,2024-11-29,37.0
2153.0,April Carroll,2024-11-29,41.4
2148.0,Shawna Ray,2024-11-29,37.7
2000.0,Michael Thomas,2024-11-29,37.6
2149.0,Sarah Cruz MD,2024-11-29,37.6
2009.0,Virginia Cervantes,2024-11-29,37.5
2012.0,Meredith Jackson,2024-11-29,37.3
2236.0,Brian Turner,2024-11-29,37.3
2242.0,Gabriel Green,2024-11-29,39.2
2146.0,Monica Nelson,2024-11-29,50.4
2147.0,Crystal Russo,2024-11-29,38.6
2239.0,Michael Reed,2024-11-29,38.5
2157.0,Brandon Davis,2024-11-29,37.4
2158.0,Deborah Mcconnell,2024-11-29,51.5
2143.0,Christopher Butler,2024-11-29,38.1
2150.0,Terry Fowler,2024-11-29,37.2
2013.0,Amber Vargas,2024-11-29,42.1
2237.0,Cody Martinez DDS,2024-11-29,49.2
2142.0,David Smith,2024-11-29,41.4
2016.0,Amanda Levy,2024-11-29,38.0
2152.0,Wendy Moore,2024-11-29,39.6
2017.0,Heather Newman,2024-11-29,50.3
2014.0,Megan Jones,2024-11-29,39.4
2144.0,Autumn Mccormick,2024-11-29,37.0
2159.0,Jordan Johnson,2024-11-29,42.6
2140.0,Robert Owen,2024-11-29,37.2
2145.0,Stephen Beck,2024-11-29,39.9
2240.0,Jessica George,2024-11-29,39.8
2010.0,Meghan Davis,2024-11-29,46.0
2007.0,Kerry Lopez,2024-11-29,39.9
2018.0,Elizabeth Vaughn,2024-11-29,37.2
2155.0,Jonathan Hernandez,2024-11-29,37.9
2235.0,Kayla Garcia,2024-11-29,38.7
2248.0,Angela Byrd,2024-11-29,37.9
2008.0,Elizabeth Oneal,2024-11-29,37.2
2156.0,Daniel Thompson,2024-11-29,37.6
2241.0,Kelly Simpson,2024-11-29,38.0
2139.0,Christine Reyes,2024-11-29,50.1
2031.0,Scott Bradford,2024-12-06,41.4
2248.0,Angela Byrd,2024-12-06,50.1
2056.0,Christopher Mays,2024-12-06,42.5
2005.0,Ruben Anderson,2024-12-06,37.5
2187.0,Katherine Green,2024-12-06,40.2
2125.0,John Miller,2024-12-06,43.4
2097.0,Christopher Lambert,2024-12-06,37.2
2186.0,Mr. Lawrence Cortez,2024-12-06,39.5
2240.0,Jessica George,2024-12-06,41.8
2227.0,Megan Johnson,2024-12-06,40.7
2124.0,Sheri Perez,2024-12-06,41.2
2009.0,Virginia Cervantes,2024-12-06,38.1
2011.0,Matthew Cummings,2024-12-06,37.9
2212.0,William Perez,2024-12-06,37.1
2055.0,Elizabeth Anderson,2024-12-06,37.9
2169.0,Ashley Marshall,2024-12-06,37.7
2081.0,Bryce Soto,2024-12-06,38.1
2134.0,Rachel Washington,2024-12-06,43.3
2096.0,Jonathan Lopez Jr.,2024-12-06,38.1
2211.0,Janet Davis,2024-12-06,40.2
2243.0,Alicia Smith,2024-12-06,40.0
2069.0,Bryce Marshall,2024-12-06,37.6
2196.0,Nathan Carey,2024-12-06,45.1
2054.0,Kevin Rose,2024-12-06,37.5
2123.0,Dana Patterson,2024-12-06,37.3
2237.0,Cody Martinez DDS,2024-12-06,40.6
2100.0,Jessica Arnold,2024-12-06,39.9
2197.0,Adam Thomas,2024-12-06,37.1
2121.0,Gabrielle Barber,2024-12-06,39.4
2142.0,David Smith,2024-12-06,38.1
2171.0,Nichole Wade,2024-12-06,37.7
2052.0,Jillian Collins,2024-12-06,70.9
2226.0,Roy King,2024-12-06,39.5
2162.0,Shane Rodgers,2024-12-06,37.6
2007.0,Kerry Lopez,2024-12-06,55.0
2184.0,William Hardin,2024-12-06,43.6
2033.0,Jerry Myers,2024-12-06,54.0
2214.0,Brian Hoover,2024-12-06,41.3
2079.0,Sabrina Alexander,2024-12-06,37.6
2101.0,Paula Guerrero,2024-12-06,37.3
2008.0,Elizabeth Oneal,2024-12-06,37.2
2155.0,Jonathan Hernandez,2024-12-06,37.3
2053.0,Joel Brooks,2024-12-06,37.8
2070.0,Angela Shannon,2024-12-06,38.8
2016.0,Amanda Levy,2024-12-06,37.3
2098.0,Mario Garcia,2024-12-06,41.8
2158.0,Deborah Mcconnell,2024-12-06,53.3
2170.0,Ronald Sullivan,2024-12-06,37.7
2233.0,David Harrell,2024-12-06,42.7
2203.0,Jamie Smith,2024-12-06,37.1
2018.0,Elizabeth Vaughn,2024-12-06,37.0
2147.0,Crystal Russo,2024-12-06,46.6
2135.0,Megan Glenn,2024-12-06,41.7
2213.0,Jennifer Ross,2024-12-06,48.5
2032.0,Tiffany Riley,2024-12-06,40.7
2185.0,Virginia Oneal,2024-12-06,37.7
2080.0,Sean Jones,2024-12-06,42.1
2246.0,Melanie Stevenson,2024-12-06,47.9
2012.0,Meredith Jackson,2024-12-06,37.4
2099.0,Brian Bean,2024-12-06,38.1
2231.0,Brandon Garrett,2024-12-06,38.3
2122.0,Alexis Cook,2024-12-06,46.2
2022.0,Sarah Vincent,2024-12-06,37.2
2163.0,Barbara Robinson,2024-12-06,40.2
2160.0,April Evans,2024-12-06,40.7
2057.0,Michelle Lopez,2024-12-06,38.5
2153.0,April Carroll,2024-12-06,38.3
2194.0,Michelle Merritt,2024-12-06,37.2
2207.0,Caitlyn Roberts,2024-12-06,37.5
2088.0,Stephen Flores,2024-12-06,38.1
2062.0,Jimmy Ruiz,2024-12-06,40.4
2208.0,Joshua Lewis,2024-12-06,38.4
2129.0,Scott Johnson,2024-12-06,37.5
2164.0,Joy Boyd,2024-12-06,40.0
2191.0,Aaron Turner,2024-12-06,58.1
2166.0,Yvette Lewis,2024-12-06,40.1
2149.0,Sarah Cruz MD,2024-12-06,37.2
2089.0,Kimberly Gonzales,2024-12-06,39.6
2066.0,Trevor Howard,2024-12-06,37.4
2230.0,Melissa Wallace,2024-12-06,37.4
2236.0,Brian Turner,2024-12-06,49.5
2027.0,Chelsea Rojas,2024-12-06,39.1
2205.0,Anthony Callahan,2024-12-06,43.3
2010.0,Meghan Davis,2024-12-06,38.3
2090.0,Lonnie Brown,2024-12-06,47.0
2084.0,James Anderson,2024-12-06,40.6
2024.0,Jennifer Cohen,2024-12-06,52.1
2193.0,Emily Miller,2024-12-06,37.2
2131.0,Monique Hudson,2024-12-06,39.9
2159.0,Jordan Johnson,2024-12-06,41.6
2206.0,Richard Rodriguez,2024-12-06,37.0
2025.0,Kristopher Ortiz,2024-12-06,37.8
2086.0,Christina Sandoval,2024-12-06,40.6
2085.0,Mary Booth,2024-12-06,44.8
2140.0,Robert Owen,2024-12-06,38.4
2165.0,Bobby Park,2024-12-06,50.1
2132.0,William Wright,2024-12-06,37.1
2065.0,Brandon Leonard,2024-12-06,37.6
2064.0,Donna Estrada,2024-12-06,44.0
2241.0,Kelly Simpson,2024-12-06,38.2
2087.0,Jessica Hicks,2024-12-06,43.3
2026.0,Gregory Lopez,2024-12-06,47.1
2063.0,Alexa Robbins,2024-12-06,37.1
2192.0,Connie Miller,2024-12-06,39.7
2130.0,Cynthia Anderson,2024-12-06,40.7
2095.0,Ian West,2024-12-06,37.2
2244.0,Brian Davis,2024-12-06,37.6
2128.0,James Phelps,2024-12-06,40.4
2029.0,Veronica Carson,2024-12-06,39.1
2059.0,Kaylee Anderson,2024-12-06,37.3
2154.0,Kelli Bennett,2024-12-06,37.8
2204.0,Barbara Martin,2024-12-06,37.2
2126.0,Sherri Horton,2024-12-06,37.3
2093.0,Richard Webster,2024-12-06,39.9
2210.0,Madison Fuller,2024-12-06,37.4
2168.0,Theresa Baker,2024-12-06,43.6
2023.0,Andrew Robbins,2024-12-06,37.1
2058.0,Joseph Haney,2024-12-06,37.7
2188.0,Janet Davidson,2024-12-06,41.1
2094.0,Ricky Robinson,2024-12-06,37.3
2082.0,Mary Li,2024-12-06,39.6
2068.0,Cathy Fuller,2024-12-06,40.0
2228.0,Donna Miller,2024-12-06,38.4
2017.0,Heather Newman,2024-12-06,38.1
2030.0,Jimmy Brown,2024-12-06,64.6
2148.0,Shawna Ray,2024-12-06,37.1
2003.0,Tiffany Long,2024-12-06,45.4
2189.0,John Rios,2024-12-06,38.1
2195.0,Christopher Richmond,2024-12-06,37.4
2061.0,Kelly Williams,2024-12-06,39.9
2083.0,Phillip Smith,2024-12-06,39.7
2232.0,Gary Daniel,2024-12-06,40.4
2190.0,Jennifer Olsen,2024-12-06,39.2
2229.0,Scott Morris,2024-12-06,40.7
2060.0,Peter Scott,2024-12-06,37.2
2000.0,Michael Thomas,2024-12-06,37.3
2150.0,Terry Fowler,2024-12-06,39.8
2091.0,Ryan Ryan,2024-12-06,40.8
2133.0,Jody Mueller,2024-12-06,37.2
2141.0,Anita Bell,2024-12-06,37.3
2167.0,Molly Franklin,2024-12-06,42.1
2209.0,Sarah Payne,2024-12-06,40.3
2067.0,Thomas Davis,2024-12-06,37.5
2028.0,Tina Walker,2024-12-06,40.9
2092.0,Eric Martinez,2024-12-06,40.9
2245.0,Donald Pratt,2024-12-06,37.8
2127.0,Andre Fritz,2024-12-06,39.6
2034.0,Michael Martinez,2024-12-06,41.4
2151.0,Julie Ramos,2024-12-06,37.1
2137.0,Terry Salazar,2024-12-06,37.6
2181.0,Tracy Garrison,2024-12-06,38.5
2001.0,Michael Davis,2024-12-06,61.2
2177.0,Antonio Torres,2024-12-06,38.3
2143.0,Christopher Butler,2024-12-06,37.2
2139.0,Christine Reyes,2024-12-06,42.9
2234.0,Pamela Wilkerson,2024-12-06,39.0
2118.0,Linda Vazquez DVM,2024-12-06,37.6
2114.0,Andrea Jensen,2024-12-06,37.8
2048.0,Craig Leon,2024-12-06,37.1
2156.0,Daniel Thompson,2024-12-06,37.7
2238.0,Nicholas Guerrero,2024-12-06,41.4
2006.0,Katie Andrews,2024-12-06,39.5
2072.0,Ariana Johnson,2024-12-06,37.2
2105.0,Tamara Riley,2024-12-06,37.6
2174.0,Patrick Watkins,2024-12-06,40.7
2239.0,Michael Reed,2024-12-06,39.1
2002.0,Mr. Jeffrey Watson PhD,2024-12-06,37.0
2157.0,Brandon Davis,2024-12-06,37.7
2042.0,John Wallace,2024-12-06,39.7
2198.0,Angela Davis,2024-12-06,37.1
2138.0,Anita Randall,2024-12-06,37.3
2146.0,Monica Nelson,2024-12-06,41.9
2019.0,Andrew Smith,2024-12-06,39.1
2218.0,Jeffery Boyd,2024-12-06,41.8
2040.0,Daniel Blair,2024-12-06,40.0
2043.0,Katelyn Dunn,2024-12-06,37.2
2220.0,Eddie Aguilar,2024-12-06,37.2
2015.0,Elizabeth Lam,2024-12-06,38.8
2037.0,Brittany Sanchez,2024-12-06,38.9
2180.0,John Smith,2024-12-06,37.1
2175.0,Monica Hartman,2024-12-06,38.3
2178.0,Ruben Curtis,2024-12-06,41.9
2110.0,Michael Davis,2024-12-06,37.2
2106.0,Danielle Edwards,2024-12-06,39.3
2073.0,Mary Morton,2024-12-06,41.5
2152.0,Wendy Moore,2024-12-06,38.5
2077.0,Jake Rojas,2024-12-06,37.5
2217.0,Andrew Stephens,2024-12-06,37.9
2161.0,Melissa Perez,2024-12-06,37.0
2036.0,Gary Green,2024-12-06,37.3
2039.0,Rebecca Olson,2024-12-06,38.4
2047.0,Sue Barry,2024-12-06,41.5
2046.0,Allison Rodriguez,2024-12-06,37.0
2111.0,Jeremy Shaw,2024-12-06,60.1
2222.0,Robert Smith,2024-12-06,38.8
2224.0,Michael Hutchinson,2024-12-06,38.6
2145.0,Stephen Beck,2024-12-06,40.3
2107.0,Alexa Downs,2024-12-06,37.5
2013.0,Amber Vargas,2024-12-06,46.7
2074.0,Deanna Sanders,2024-12-06,39.7
2173.0,David Ochoa,2024-12-06,52.5
2115.0,Bobby Ho,2024-12-06,39.1
2104.0,Marilyn Moore,2024-12-06,37.3
2108.0,Michael Anderson,2024-12-06,37.5
2172.0,Lauren Richardson,2024-12-06,38.2
2216.0,Kevin Johnson,2024-12-06,37.6
2038.0,Derrick Lyons,2024-12-06,37.0
2044.0,Kelly Andrews,2024-12-06,38.1
2215.0,Jesus Cherry,2024-12-06,39.4
2176.0,Brenda Joseph,2024-12-06,42.9
2225.0,Jason Mayer,2024-12-06,37.2
2076.0,Mark Atkinson,2024-12-06,38.6
2242.0,Gabriel Green,2024-12-06,49.1
2071.0,Dana Hampton,2024-12-06,39.9
2202.0,Michael Nelson,2024-12-06,39.2
2113.0,Brandy Short,2024-12-06,39.7
2247.0,Jon Navarro,2024-12-06,40.9
2102.0,Shannon Johnson,2024-12-06,46.6
2144.0,Autumn Mccormick,2024-12-06,40.2
2200.0,Lori Dominguez,2024-12-06,52.8
2120.0,Brittany Sanchez,2024-12-06,54.9
2221.0,Alison Mcintyre,2024-12-06,38.9
2179.0,Wesley Waters,2024-12-06,38.1
2014.0,Megan Jones,2024-12-06,39.3
2183.0,Jonathan Romero,2024-12-06,37.0
2116.0,Brian Anderson,2024-12-06,47.5
2020.0,Alan Mejia,2024-12-06,38.6
2051.0,Mr. Frank Cook Jr.,2024-12-06,41.9
2021.0,Joseph Green,2024-12-06,45.1
2136.0,Tina Davis,2024-12-06,41.4
2075.0,Lori Morris,2024-12-06,54.0
2045.0,Melissa Barber,2024-12-06,43.9
2119.0,Hannah Monroe,2024-12-06,38.7
2004.0,Samantha Bennett,2024-12-06,37.2
2078.0,Ross Washington,2024-12-06,37.0
2199.0,Daniel Stone,2024-12-06,37.2
2201.0,Kimberly Hudson,2024-12-06,37.9
2049.0,Christopher Bolton,2024-12-06,37.0
2112.0,Anna Evans,2024-12-06,37.8
2103.0,Caroline Lee,2024-12-06,48.0
2223.0,April Wilson,2024-12-06,40.4
2035.0,James Garcia,2024-12-06,40.6
2041.0,Brittany Hudson,2024-12-06,37.5
2117.0,Devon Foster,2024-12-06,39.1
2249.0,Jennifer Koch,2024-12-06,47.0
2219.0,Wanda Nichols,2024-12-06,37.2
2182.0,Caitlin Bruce,2024-12-06,37.2
2109.0,Patrick Scott,2024-12-06,38.8
2235.0,Kayla Garcia,2024-12-06,38.6
2050.0,Glenn Ramos,2024-12-06,41.8
2090.0,Lonnie Brown,2024-12-13,44.1
2115.0,Bobby Ho,2024-12-13,37.6
2209.0,Sarah Payne,2024-12-13,41.5
2190.0,Jennifer Olsen,2024-12-13,40.4
2157.0,Brandon Davis,2024-12-13,37.6
2003.0,Tiffany Long,2024-12-13,45.0
2222.0,Robert Smith,2024-12-13,37.7
2060.0,Peter Scott,2024-12-13,37.0
2043.0,Katelyn Dunn,2024-12-13,37.7
2128.0,James Phelps,2024-12-13,38.8
2167.0,Molly Franklin,2024-12-13,37.5
2219.0,Wanda Nichols,2024-12-13,37.3
2109.0,Patrick Scott,2024-12-13,41.3
2229.0,Scott Morris,2024-12-13,62.0
2061.0,Kelly Williams,2024-12-13,37.2
2044.0,Kelly Andrews,2024-12-13,37.1
2091.0,Ryan Ryan,2024-12-13,39.7
2177.0,Antonio Torres,2024-12-13,48.2
2244.0,Brian Davis,2024-12-13,37.0
2192.0,Connie Miller,2024-12-13,38.4
2247.0,Jon Navarro,2024-12-13,46.8
2040.0,Daniel Blair,2024-12-13,37.2
2063.0,Alexa Robbins,2024-12-13,37.8
2026.0,Gregory Lopez,2024-12-13,37.1
2087.0,Jessica Hicks,2024-12-13,37.3
2112.0,Anna Evans,2024-12-13,38.3
2041.0,Brittany Hudson,2024-12-13,39.5
2241.0,Kelly Simpson,2024-12-13,37.8
2064.0,Donna Estrada,2024-12-13,37.5
2130.0,Cynthia Anderson,2024-12-13,43.7
2113.0,Brandy Short,2024-12-13,37.1
2140.0,Robert Owen,2024-12-13,39.4
2014.0,Megan Jones,2024-12-13,39.9
2086.0,Christina Sandoval,2024-12-13,49.3
2176.0,Brenda Joseph,2024-12-13,41.7
2025.0,Kristopher Ortiz,2024-12-13,40.0
2144.0,Autumn Mccormick,2024-12-13,37.2
2159.0,Jordan Johnson,2024-12-13,49.8
2131.0,Monique Hudson,2024-12-13,37.9
2221.0,Alison Mcintyre,2024-12-13,42.1
2193.0,Emily Miller,2024-12-13,37.6
2165.0,Bobby Park,2024-12-13,37.7
2175.0,Monica Hartman,2024-12-13,38.3
2042.0,John Wallace,2024-12-13,39.1
2010.0,Meghan Davis,2024-12-13,44.4
2208.0,Joshua Lewis,2024-12-13,38.9
2027.0,Chelsea Rojas,2024-12-13,38.8
2178.0,Ruben Curtis,2024-12-13,50.2
2236.0,Brian Turner,2024-12-13,40.1
2017.0,Heather Newman,2024-12-13,37.6
2110.0,Michael Davis,2024-12-13,46.6
2230.0,Melissa Wallace,2024-12-13,37.2
2089.0,Kimberly Gonzales,2024-12-13,41.8
2039.0,Rebecca Olson,2024-12-13,45.5
2111.0,Jeremy Shaw,2024-12-13,47.7
2002.0,Mr. Jeffrey Watson PhD,2024-12-13,37.0
2149.0,Sarah Cruz MD,2024-12-13,37.1
2238.0,Nicholas Guerrero,2024-12-13,37.1
2220.0,Eddie Aguilar,2024-12-13,37.2
2191.0,Aaron Turner,2024-12-13,63.4
